Binomial,Common name,Order,Family,Trophic level via fishbase,NwP,N,Prop w plastic,Mean num particles per indv,Habitat,Average depth,All_forage,Prime_forage,Second_forage,Primary_aggregation,Secondary_aggregation,Commercial,Aquaculture,Recreational ,IUCN status,Vulnerability score (via fishbase from Cheug et al 2005),Oceanographic province (from Longhurst 2007),Basin,Gyre,Year of collection,Publication year,Source,Includes microplastic,Notes
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,21,125,0.168,0.05712,demersal,675,Active predation,Active predation,,,,minor commercial,N,N,LC,57,MEDI,Mediterranean,Mediterranean Sea,NA,2017,Alomar and Deudero 2017,Y,
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,114,417,0.273381295,0.115,demersal,207,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,39,MEDI,Mediterranean,Mediterranean Sea,Nov 2014 - Apr 2015,2017,Alomar et al. 2017,Y,
Brama brama,Atlantic pomfret,Perciformes,Bramidae,4.1,0,9,0,0,pelagic-neritic,100,Active predation,Active predation,,Schooling,,commercial,N,N,LC,71,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Centrophorus granulosus,Gulper Shark,Squaliformes,Centrolophidae,4.1,0,5,0,0,bathydemersal,400,Active predation,Active predation,,,,minor commercial,N,N,DD,70,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Conger conger,European conger,Anguilliformes,Congridae,4.2,0,44,0,0,demersal,585.5,Active predation,Active predation,,,,commercial,N,Y,LC,86,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Epigonus telescopus,Black cardinal fish,Perciformes,Epigonidae,3.6,0,4,0,0,bathydemersal,550,"Active predation, particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,commercial,N,N,LC,70,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,1,16,0.0625,0.0813,bathydemersal,350,Active predation,Active predation,,,,minor commercial,N,N,LC,63,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,24,751,0.03195739,0.0421,demersal,675,Active predation,Active predation,,,,minor commercial,N,N,LC,57,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0,380,0,0,bathydemersal,375,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,54,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Lepidopus caudatus,Silver scabbardfish,Perciformes,Trichiuridae,3.8,0,1,0,0,benthopelagic,200,Active predation,Active predation,,Schooling,,highly commercial,N,Y,DD,53,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,0,36,0,0,demersal,235,"Active predation, particulate feeder (juv)",Active predation,Particulate feeder (juv),,,highly commercial,N,Y,LC,64,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Micomesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,0,3,0,0,bathypelagic,350,"Active predation, particulate feeder, benthic foraging",Particulate feeder,Active predation,,,highly commercial,N,N,Not assessed,34,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Molva macrophthalma,Spanish ling,Gadiformes,Lotidae,4.5,0,13,0,0,demersal,600,"Active predation, benthic foraging",Active predation,,,,none,N,N,LC,63,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Mora moro,Common mora,Gadiformes,Moridae,3.8,0,19,0,0,bathypelagic,1500,"Active predation, benthic foraging, scavenging",Benthic foraging,Active predation,,,minor commercial,N,N,LC,61,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Nettastoma melanurum,Blackfin sorcerer,Anguilliformes,Nettastomatidae,3.5,0,1,0,0,bathypelagic,594.5,"Active predation, benthic foraging",Benthic foraging,Active predation,,,none,N,N,LC,44,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,4.2,1,60,0.016666667,0.0216,benthopelagic,225,"Active predation, benthic foraging, particulate feeder, grazing",Benthic foraging,Active predation,,,commercial,N,Y,NT,57,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0,46,0,0,benthopelagic,275,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,N,Not assessed,52,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Polyprion americanus,Wreckfish,Perciformes,Polyprionidae,4.1,0,14,0,0,demersal,200,Active predation,Active predation,,Solitary,,minor commercial,N,Y,CR,72,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Pteroplatytrygon violacea,Pelagic stingray,Myliobatiformes,Dasyatidae,4.4,1,2,0.5,0.65,pelagic-oceanic,50,"Active predation, benthic foraging",Benthic foraging,Active predation,,,none,N,N,LC,63,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Raja clavata,Thornback ray,Rajiformes,Rajidae,3.5,0,2,0,0,demersal,512.5,"Active predation, benthic foraging",Benthic foraging,Active predation,Spawning,,commercial,N,Y,NT,73,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Raja oxyrinchus (Dipturus oxyrinchus),Longnosed skate,Rajiformes,Rajidae,3.5,0,10,0,0,bathydemersal,650,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,N,N,NT,77,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Schedophilus ovalis,Imperial blackfish,Perciformes,Centrolophidae,3.5,0,3,0,0,benthopelagic,240,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,N,Not assessed,60,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Scorpaena elongata,Slender rockfish,Scorpaeniformes,Scorpaenidae,3.9,0,1,0,0,demersal,600,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,N,N,LC,63,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,0,1,0,0,demersal,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,62,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Squalus acanthias,Picked dogfish,Squaliformes,Squalidae,4.4,0,10,0,0,benthopelagic,175,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,Spawning,commercial,N,Y,LC,64,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Squalus blainville,Longnose spurdog,Squaliformes,Squalidae,4,1,75,0.013333333,0.0173,demersal,398,Active predation,Active predation,,Schooling,,commercial,N,N,DD,67,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Sudis hyalina,,Aulopiformes,Paralepidae,4.2,0,5,0,0,bathypelagic,1100,Active predation,Active predation,,,,none,N,N,DD,57,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Xiphias gladius,Swordfish,Perciformes,Xiphiidae,4.5,0,1,0,0,pelagic-oceanic,275,Active predation,Active predation,,,,commercial,N,Y,EN,72,MEDI,Mediterranean,Eastern Mediterranean Sea (Ionioan),summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,Only quantified plastic >5mm; study averaged number of plastic particles ingested in all individuals that ingested plastic 
Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4,1,0,0,0,demersal,169,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Chelon auratus,Golden gray mullet,Mugiliformes,Mugilidae,2.8,19,20,0.95,9.45,pelagic-neritic,10,"Particulate feeder, scavenging",Benthic foraging,Particulate feeder (juv),,,commercial,Y,N,LC,35,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,*noted to eat garbaage from fish base
Citharus linguatula,Spotted flounder,Pleuronectiformes,Citaridae,4,1,52,0.019230769,0.019230769,demersal,150,"Active predation, benthic foraging",Benthic foraging,Active predation,,,minor commercial,N,N,LC,37,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,19,173,0.10982659,0.144508671,demersal,200,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,29,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,21,38,0.552631579,1.421052632,demersal,207,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,commercial,N,Y,LC,39,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,25,129,0.19379845,0.395348837,benthopelagic,60,"Benthic foraging, particulate feeder, active predation",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,45,147,0.306122449,0.782312925,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,N,N,LC,27,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,16,37,0.432432432,1.243243243,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,Y,Y,LC,34,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,15,108,0.138888889,0.37037037,demersal,35,Benthic foraging,Benthic foraging,,Solitary,,highly commercial,Y,Y,DD,36,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Sparus aurata,Gilthead seabream,Perciformes,Sparidae,3.7,20,20,1,7.3,demersal,15.5,Benthic foraging,Benthic foraging,,Solitary,Schooling,commercial,Y,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,*can be solitary or in small aggregations
Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,3.8,0,2,0,0,pelagic-oceanic,,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,commercial,N,Y,LC,47,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Trachurus picturatus,Blue jack mackerel,Perciformes,Carangidae,3.3,0,9,0,0,benthopelagic,337.5,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,Schooling,,commercial,N,N,LC,68,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,12,50,0.24,0.52,pelagic-neritic,150,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,VU,59,MEDI,Mediterranean,Mediterranean Sea,2014-2015,2018,Anastasopoulou et al. 2018,Y,
Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4,2,3,0.666666667,0.667,demersal,169,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,Mediterranean,Adriatic Sea,2014,2015,Avio et al. 2015,Y,
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,3,3,1,1.33,demersal,235,"Active predation, particulate feeder (juv)",Active predation,Benthic foraging,,,highly commercial,N,N,LC,64,MEDI,Mediterranean,Adriatic Sea,2014,2015,Avio et al. 2015,Y,
Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,7,11,0.636363636,0.8563,demersal,200,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,29,MEDI,Mediterranean,Adriatic Sea,2014,2015,Avio et al. 2015,Y,
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,19,99,0.191919192,0.3416,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,N,LC,27,MEDI,Mediterranean,Adriatic Sea,2014,2015,Avio et al. 2015,Y,
Squalus acanthias,Picked dogfish,Squaliformes,Squalidae,4.4,4,9,0.444444444,0.5555,benthopelagic,175,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,Spawning,commercial,N,Y,LC,64,MEDI,Mediterranean,Adriatic Sea,2014,2015,Avio et al. 2015,Y,
Abudefduf sexfasciatus,Scissortail sergeant,Perciformes,Pomacentridae,2.7,1,5,0.2,0.2,reef-associated,10.5,"Particulate feeder, grazing",Particulate feeder,Grazing,Schooling,,minor commercial,N,N,LC,29,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,*found in groups feeding at midwater
Acanthurus gahhm,Black surgeonfish,Perciformes,Acanthuridae,2.8,1,10,0.1,0.1,reef-associated,22.5,"Particulate feeder, benthic foraging, grazing",Benthic foraging,Particulate feeder,Schooling,,commercial,N,N,LC,33,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Acanthurus sohal,Sohal surgeonfish,Perciformes,Acanthuridae,2,0,3,0,0,reef-associated,10,Grazing,Grazing,,,,commercial,N,N,LC,33,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Benthosema pterotum,Skinnycheek lanternfish,Myctophiformes,Myctophidae,3.1,1,10,0.1,0.1,benthopelagic,155,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,minor commercial,N,N,LC,10,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Cephalopholis argus,Peacock hind,Perciformes,Serranidae,4.5,0,4,0,0,reef-associated,20.5,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,,commercial,N,Y,LC,49,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Chaetodon austriacus,Blacktail butterflyfish,Perciformes,Chaetodontidae,3.3,1,10,0.1,0.1,reef-associated,8,Benthic foraging,Benthic foraging,,Pairing,,commercial,N,N,LC,12,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Dascyllus trimaculatus,Threespot dascyllus,Perciformes,Pomacentridae,2.8,0,2,0,0,reef-associated,28,"Grazing, particulate feeder",Particulate feeder,Grazing,Schooling,,minor commercial,N,N,Not assessed,24,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Epinephelus areolatus,Areolate grouper,Perciformes,Serranidae,3.7,1,5,0.2,0.2,reef-associated,103,"Active predation, benthic foraging",Benthic foraging,Active predation,Spawning,,commercial,N,N,LC,36,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Epinephelus chlorostigma,Brownspotted grouper,Perciformes,Serranidae,4,1,3,0.333333333,0.333333333,reef-associated,152,Active predation,Active predation,,Spawning,,commercial,N,N,LC,38,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Epinephelus epistictus,Dotted grouper,Perciformes,Serranidae,4,1,5,0.2,0.2,demersal,400,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,57,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Epinephelus radiatus,Oblique-banded grouper,Perciformes,Serranidae,4,1,7,0.142857143,0.142857143,demersal,200.5,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,61,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Gymnocranius grandoculis,Blue-lined large-eye bream,Perciformes,Lethrinidae,3.8,2,10,0.2,0.2,reef-associated,95,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,Solitary,minor commercial,N,N,LC,42,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Lethrinus microdon,Smalltooth emperor,Perciformes,Lethrinidae,3.8,2,10,0.2,0.2,reef-associated,45,"Active predation, benthic foraging",Benthic foraging,Active predation,Schooling,,commercial,N,N,LC,46,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Lipocheilus carnolabrum,Tang's snapper,Perciformes,Lutjanidae,3.9,2,7,0.285714286,0.285714286,demersal,215,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,N,LC,50,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Lutjanus kasmira,Common bluestripe snapper,Perciformes,Lutjanidae,3.9,2,12,0.166666667,0.166666667,reef-associated,90,"Active predation, benthic foraging, particulate feeder, grazing",Benthic foraging,Active predation,Schooling,,commercial,N,Y,LC,40,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Maurolicus mucronatus,,Stomiiformes,Sternoptychidae,3.1,1,10,0.1,0.1,bathypelagic,,not listed,,not listed,,,none,N,N,Not assessed,11,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Naso unicornis,Bluespine unicornfish,Perciformes,Acanthuridae,2.2,0,2,0,0,reef-associated,90.5,Grazing,Grazing,,Schooling,Pairing,commercial,N,Y,LC,32,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Neoniphon sammara,Sammara squirrelfish,Perciformes,Holocentridae,3.6,1,5,0.2,0.2,reef-associated,23,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,Y,LC,26,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Parascolopsis eriomma,Rosy dwarm monocle bream,Perciformes,Nemipteridae,3.5,3,5,0.6,0.6,demersal,144.5,Benthic foraging,Benthic foraging,,,,subsistence,N,N,Not assessed,30,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Plectorhinchus gaterinus,Blackspotted rubberlip,Perciformes,Haemulidae,4,2,6,0.333333333,0.333333333,reef-associated,,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,,commercial,N,Y,Not assessed,41,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Pristipomoides multidens,Goldbanded jobfish,Perciformes,Lutjanidae,3.8,2,10,0.2,0.2,demersal,200,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,,commercial,N,N,LC,43,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Pristipomoides typus,Sharptooth jobfish,Perciformes,Lutjanidae,4.2,0,5,0,0,demersal,80,"Active predation, benthic foraging",Active predation,Benthic foraging,Schooling,,minor commercial,N,N,LC,39,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Pygoplites diacanthus,Regal angelfish,Perciformes,Pomacanthidae,2.7,0,5,0,0,reef-associated,40,"Benthic foraging, grazing",Benthic foraging,Grazing,Schooling,Pairing,minor commercial,N,N,LC,46,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Sargocentron spiniferum,Sabre squirrelfish,Beryciformes,Holocentridae,3.6,0,5,0,0,reef-associated,61.5,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Solitary,,minor commercial,N,N,LC,40,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Thalassoma rueppellii,Klunzinger's wrasse,Perciformes,Labridae,3.5,1,12,0.083333333,0.083333333,reef-associated,15.5,Benthic foraging,Benthic foraging,,,,none,N,N,LC,29,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Vinciguerria mabahiss,,Stomiiformes,Phosichthyidae,3.1,0,10,0,0,bathydemersal,250,not listed,,not listed,,,none,N,N,Not assessed,10,REDS,Red Sea,Red Sea,2014,2018,Baalkhuyur et al. 2018,Y,
Trachinotus ovatus,Pompano,Perciformes,Carangidae,3.7,28,115,0.243478261,0.260869565,pelagic-neritic,125,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,,minor commercial,Y,Y,LC,41,MEDI,Mediterranean,Mediterranean Sea,2012,2016,Battaglia et al. 2016,Y,"Only quantified plastic >1mm; 28/115 had plastic, two had more than one piece; because not specified, used 30 to calculate mean particles/ind"
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,2,12,0.166666667,0.25,demersal,235,"Active predation, particulate feeder (juv)",Active predation,Particulate feeder (juv),,,highly commercial,N,N,LC,64,NECS,North Atlantic,North Atlantic Gyre,2014,2016,Bellas et al. 2016,Y,"Color of debris: Black 51%, red 13%, grey 12.7%; Mean num particles per indv computed with range 1-2"
Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,24,128,0.1875,0.28,demersal,200,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,29,MEDI,North Atlantic,North Atlantic Gyre,2014,2016,Bellas et al. 2016,Y,Mean num particles per indv computed with range 1-2
Scyliorhinus canicula,Lesser spotted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,11,72,0.513888889,0.23,demersal,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,62,NECS,North Atlantic,North Atlantic Gyre,2014,2016,Bellas et al. 2016,Y,"Type of debris: Fibers 71%, spheres 24% (only red mullets), films 3.2%, fragments 1.6%; Mean num particles per indv computed with range 1-2"
Prionace glauca,Blue shark,Carcharhiniformes,Carcharhinidae,4.4,35,139,0.251798561,0.769784173,pelagic-oceanic,500.5,"Active predation, scavenging",Active predation,Scavenging,Solitary,,minor commercial,N,Y,NT,77,MEDI,Mediterranean,Mediterranean Sea,1999-2015,2018,Bernardini et al. 2018,Y,"*109 items of marine litter found, 107 of which were plastic and 2 of which were rubbish; 107 used to calculate mean number plastic items/ind"
Dicentrarchus labrax,European seabass,Perciformes,Moronidae,3.5,9,40,0.225,0.3,demersal,55,"Active predation, benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),Schooling (juv),Spawning,commercial,Y,Y,LC,69,NAST E,North Atlantic,Portuguese Coast,2014,2018,Bessa et al. 2018,Y,
Diplodus vulgaris,Common two-banded seabream,Perciformes,Sparidae,3.5,29,40,0.725,3.14,benthopelagic,80,"Active predation, benthic foraging, particulate feeder, grazing",Benthic foraging,Grazing,,,commercial,N,Y,LC,48,NAST E,North Atlantic,Portuguese Coast,2014,2018,Bessa et al. 2018,Y,
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,5,40,0.125,0.18,demersal,50,"Benthic foraging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),,,commercial,experimental,Y,LC,42,NAST E,North Atlantic,Portuguese Coast,2014,2018,Bessa et al. 2018,Y,
Astronesthes indopacificus,Indo-Pacific snaggletooth,Stomiiformes,Stomiidae,4,2,7,0.285714286,1,bathypelagic,1639,,,,,,none,N,N,LC,32,NPSE,North Pacific,,2008,2010,Boerger et al. 2010,Y,"Proportion of individuals with ingested plastic 0.35 for the entire study, authors did not separate by species"
Cololabis saira,Pacific saury,Beloniformes,Scomberesocidae,3.7,18,52,0.346153846,3.2,pelagic-oceanic,115,,Particulate feeder,,,,highly commercial,N,N,Not assessed,32,NPSE,North Pacific,,2008,2010,Boerger et al. 2010,Y,"Proportion of individuals with ingested plastic 0.35 for the entire study, authors did not separate by species"
